Date,Drug type,Origin,Transit,Destination,Seizure country,Seizure place,Origin place,Destination place,Vessel,Shipping line,Container no.,Cover cargo,Routing,Concealment,Modus operandi,Total quantity (kg),Other quantity,Other unit,Case count,Arrests,Transport type,Container,Risk score,Risk band,Risk flags,Reports (n),Outlets,Text used,Language,Headline,Link,Event ID
2026-09-22,Cannabis,,,,Nigeria,Lagos,,,,,FANU1933352; HAMU3086682; MSKU3941778; MSKU9282528; TCKU7653306,ordinary electronics; spare parts; cement; coffee,,Legitimate cargo (food/produce); Legitimate cargo (industrial/goods); Postal / parcel,"Cannabis (7.6 t, 1,700 packs) | Sea - container | concealed: Legitimate cargo (food/produce); Legitimate cargo (industrial/goods); Postal / parcel",7600.0,1700.0,packs,1,,Sea - container,Yes,45,Medium,"Container cargo, Hidden in legitimate cargo, Large quantity",1,LEADERSHIP Newspapers,full,en,"Insecurity: Customs Intercepts 108 Security Drones, 7.6 Tonnes Of Cannabis, Codeine Worth N43.59bn",https://leadership.ng/insecurity-customs-intercepts-108-security-drones-7-6-tonnes-of-cannabis-codeine-worth-n43-59bn/,1960
2026-09-22,Cocaine,,,,South Africa,OR Tambo / Johannesburg,,,,,,plastic,,Legitimate cargo (industrial/goods),Cocaine (568 kg) | Sea - container | concealed: Legitimate cargo (industrial/goods),568.0,,,1,,Sea - container,Yes,45,Medium,"Container cargo, Hidden in legitimate cargo, Large quantity",1,IOL,full,en,Judgment reserved in Lucas Legabe's bail bid over alleged R200 million cocaine theft,https://iol.co.za/news/crime-and-courts/2026-09-09-judgment-reserved-in-lucas-legabes-bail-bid-over-alleged-r200-million-cocaine-theft/,1979
2026-09-22,Cocaine,,,,Ghana,Accra,,,,,,inadequate action following the various seizures; charcoal; plastic,,Legitimate cargo (industrial/goods); Luggage / passenger goods,Cocaine | Sea - container | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | insider indicators,,,,1,,Sea - container,Yes,40,Medium,"Container cargo, Hidden in legitimate cargo, Insider indicator",1,GBC Ghana Online,full,en,NPP demands removal of officials over drug trafficking concerns,https://www.gbcghanaonline.com/general-news/npp-demands-removal-of-officials-over-drug-trafficking-concerns/2026/,2409
2026-09-22,NSA,,,,,,,,,,,cement; chemicals,,Legitimate cargo (industrial/goods); Postal / parcel; Vehicle compartment,NSA | Post/express | concealed: Legitimate cargo (industrial/goods); Vehicle compartment; Postal / parcel,,,,1,,Post/express,No,40,Medium,"Hidden in legitimate cargo, Advanced concealment, Organised network, Multiple drugs",1,Gobierno de Tecámac,full,en,Breaking News Memphis Drug Lords Busted In Historic Takedown,https://mg.tecamac.gob.mx/breaking-news-memphis-drug-lords-busted-in-historic-takedown,2848
2026-09-22,Cocaine,Colombia,,,Ireland,Dublin,,,,,,,Colombia -> Ireland,Legitimate cargo (food/produce),Cocaine | Sea - container | concealed: Legitimate cargo (food/produce) | route: Colombia -> Ireland,,,,1,,Sea - container,Yes,40,Medium,"Container cargo, Hidden in legitimate cargo, Multi-country route, Multiple drugs",1,turkinfo.nl,full,tr,"Belçika’nın Yönettiği Dev Operasyon: 490’dan Fazla Gözaltı, 156,9 Ton Uyuşturucu Ele Geçirildi",https://www.turkinfo.nl/belcikanin-yonettigi-dev-operasyon-490dan-fazla-gozalti-1569-ton-uyusturucu-ele-gecirildi/45023,2177
2026-09-22,Heroin/Opium,,,,Turkey,Istanbul,,,,,,,,Legitimate cargo (food/produce),Heroin/Opium (224 kg) | Road | concealed: Legitimate cargo (food/produce),224.0,,,1,,Road,No,40,Medium,"Hidden in legitimate cargo, Large quantity, Multiple drugs",1,TRT Haber,full,tr,İstanbul'da 224 kilogram uyuşturucu ele geçirildi,https://www.trthaber.com/haber/turkiye/istanbulda-224-kilogram-uyusturucu-ele-gecirildi-957617.html,2136
2026-09-22,Cocaine,,,,Brazil,Sao Paulo,,,,,,,,Legitimate cargo (food/produce),Cocaine (1.3 t) | Sea - cargo (other) | concealed: Legitimate cargo (food/produce),1300.0,,,1,,Sea - cargo (other),No,35,Medium,"Hidden in legitimate cargo, Large quantity",1,campograndenews.com.br,full,pt,PF desmantela esquema de tráfico de cocaína do Paraguai,https://www.campograndenews.com.br/cidades/interior/de-onibus-a-restaurante-pf-revela-estrutura-de-grupo-ligado-ao-trafico,2444
2026-09-22,Cocaine,,,Guatemala,Ecuador,Guayaquil,,,,,,maquinaria,,Legitimate cargo (industrial/goods),Cocaine | Sea - container | concealed: Legitimate cargo (industrial/goods),,,,1,,Sea - container,Yes,35,Medium,"Container cargo, Hidden in legitimate cargo, Multi-country route",1,LaPrensa.hn,full,es,Policía incauta una tonelada de cocaína oculta en maquinaria que iba a Guatemala,https://www.laprensa.hn/mundo/ecuador-policia-incauta-tonelada-cocaina-oculta-maquinaria-guatemala-HA32105673,2424
2026-09-22,Cocaine,,,Guatemala,Ecuador,Posorja,,,,,,maquinaria,,Legitimate cargo (industrial/goods),Cocaine | Sea - container | concealed: Legitimate cargo (industrial/goods),,,,1,,Sea - container,Yes,35,Medium,"Container cargo, Hidden in legitimate cargo, Multi-country route",4,"La Hora, La Red 106.1 FM, Prensa Libre, eldiario.ec",full,es,Incautan una tonelada de cocaína oculta en maquinaria de exportación con destino a Guatemala,https://www.prensalibre.com/ahora/internacional/incautan-una-tonelada-de-cocaina-oculta-en-maquinaria-de-exportacion-con-destino-a-guatemala/,2419
2026-09-22,Cigarettes,,,,Mexico,Mexico City,,,,,,muebles,,Legitimate cargo (industrial/goods),"Cigarettes (13.0 t, 650,000 packs) | Road | concealed: Legitimate cargo (industrial/goods)",13000.0,650000.0,packs,1,,Road,No,35,Medium,"Hidden in legitimate cargo, Large quantity",1,Proceso,full,es,Aseguran 13 toneladas de tabaco ilegal durante seis cateos en CDMX,https://www.proceso.com.mx/nacional/cdmx/2026/9/22/aseguran-13-toneladas-de-tabaco-ilegal-durante-seis-cateos-en-cdmx-380418.html,2664
2026-09-22,Methamphetamine,,,,United Kingdom,Scotland,,,Mashaallah,,,,,Legitimate cargo (industrial/goods),Methamphetamine (1.0 t) | concealed: Legitimate cargo (industrial/goods),1036.044,,,1,,Unknown,No,35,Medium,"Hidden in legitimate cargo, Large quantity",1,Daily Nation,full,en,State loses bid to block ex-Scotland Yard detective from Sh8.2bn meth case,https://nation.africa/kenya/news/state-loses-bid-to-block-ex-scotland-yard-detective-from-sh8-2bn-meth-case-5604178,2621
2026-09-22,Unspecified,,,,Iraq,Baghdad,,,,,,الات,,Legitimate cargo (industrial/goods),Unspecified (785 kg) | concealed: Legitimate cargo (industrial/goods),785.0,,,1,,Unknown,No,35,Medium,"Hidden in legitimate cargo, Large quantity",1,RojNews.News,full,ar,تفكيك 250 شبكة مخدرات خلال 100 يوم في العراق,https://rojnews.news/ar/?p=288970,2080
2026-09-22,NSA,,Canada,,Canada,,,,,,,cement,,Legitimate cargo (industrial/goods); Postal / parcel,"NSA (6 kg, 11,800 pills) | Post/express | concealed: Postal / parcel | 5 arrests",5.5,11800.0,pills,1,5.0,Post/express,No,35,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network, Multiple drugs",3,"CityNews Toronto, Global News, OrilliaMatters.com",full,en,"York police seize $3M in illicit drugs, say they ‘toppled’ dark web trafficking network",https://globalnews.ca/news/12068269/project-ghostwire-dark-web-drug-trafficking-network-toppled/,1922
2026-09-22,Cocaine,,,,China,,,,,,,clothing; plastic; garments; timber,,Impregnation / liquid / disguised; Legitimate cargo (industrial/goods); Luggage / passenger goods,Cocaine | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods; Impregnation / liquid / disguised,,,,1,,Air - passenger,No,35,Medium,"Hidden in legitimate cargo, Advanced concealment, Organised network",1,macaubusiness.com,full,en,Police seize liquid cocaine worth MOP12m at Macau airport,https://macaubusiness.com/pj-seizes-liquid-cocaine-worth-over-mop12m-at-macau-airport/,1926
2026-09-22,Cocaine,Ghana,,Belgium,United Kingdom,London,,Antwerp,,,,plastic,Ghana -> Belgium,Legitimate cargo (industrial/goods),Cocaine (12 kg) | Sea - container | concealed: Legitimate cargo (industrial/goods) | route: Ghana -> Belgium,12.5,,,1,,Sea - container,Yes,35,Medium,"Container cargo, Hidden in legitimate cargo, Multi-country route",1,asaaseradio.com,full,en,NPP links recent drug cases to Mahama’s return to power,https://asaaseradio.com/npp-connects-recent-drug-cases-to-mahamas-return-to-power/,2365
2026-09-22,Cocaine,Bolivia,,,,,,,,,,clothing; plastic,,Impregnation / liquid / disguised; Legitimate cargo (industrial/goods); Luggage / passenger goods,Cocaine (4 kg) | Air - passenger | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods; Impregnation / liquid / disguised,3.95,,,1,,Air - passenger,No,30,Medium,"Hidden in legitimate cargo, Advanced concealment",1,The Macau Post Daily,full,en,"Bolivian woman busted with 3.95 kg of liquid cocaine sewn into clothes, worth 11.8 million patacas: police",https://www.macaupostdaily.com/news/29463,2415
2026-09-22,Methamphetamine,,,,United States,Minnesota,,,,,,,,Legitimate cargo (industrial/goods); Luggage / passenger goods,Methamphetamine (0 kg) | concealed: Legitimate cargo (industrial/goods); Luggage / passenger goods | insider indicators,0.11,,,1,,Unknown,No,30,Medium,"Hidden in legitimate cargo, Insider indicator",1,mn crime,full,en,"Man Charged After Austin Chase, 110 Grams of Suspected Meth Seized",https://www.mncrime.com/latest/2026-09-16-albert-lea-man-charged-after-drug-backpack-chase-in-austin,2624
2026-09-22,Cannabis,,,,United States,Port Everglades,,,,,,,,,Cannabis (2.4 t) | Sea - cargo (other),2428.0,,,1,,Sea - cargo (other),No,30,Medium,"Large quantity, Organised network, Multiple drugs",1,CiberCuba,full,fr,Débarquent un chargement millionnaire de cocaïne et de marijuana en Floride après une opération dans les Caraïbes : Voici les détails,https://fr.cibercuba.com/noticias/2026-09-22-u1-e129488-s27061-nid340883-desembarcan-millonario-cargamento-cocaina-marihuana,2039
2026-09-22,Cannabis,Thailand,United Kingdom; France,,United Kingdom,Birmingham,,,,,,clothing,Thailand -> United Kingdom -> France -> United Kingdom,Legitimate cargo (industrial/goods); Luggage / passenger goods; Postal / parcel,Cannabis (480 kg) | Post/express | concealed: Legitimate cargo (industrial/goods); Postal / parcel; Luggage / passenger goods | route: Thailand -> United Kingdom -> France -> United Kingdom,480.0,,,1,,Post/express,No,30,Medium,"Hidden in legitimate cargo, Multi-country route, Organised network",1,Coventry Telegraph,full,en,Four gang members jailed after £13.8m cannabis haul seized at Birmingham Airport,https://www.coventrytelegraph.net/news/local-news/four-gang-members-jailed-after-34650834,1993
2026-09-22,Cannabis,Cambodia,South Korea,,South Korea,Seoul,,,,,,,Cambodia -> South Korea,,Cannabis | Air | route: Cambodia -> South Korea | insider indicators,,,,1,,Air,No,30,Medium,"Multi-country route, Insider indicator, Multiple drugs",2,news.sbs.co.kr,full,en,Drug Smugglers Round Up One by One Using Clues Left in Airplanes and Incheon Airport Bathrooms,https://news.sbs.co.kr/english/article.do?news_id=N1008765439,1985
2026-09-22,NSA,,,,United States,Virginia,,,,,,cement; wood,,Legitimate cargo (industrial/goods); Postal / parcel,NSA (1 kg) | Post/express | concealed: Legitimate cargo (industrial/goods); Postal / parcel | 21 arrests,0.837,,,1,21.0,Post/express,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,WDBJ7,full,en,Law enforcement agencies arrest 140 fugitives in Lynchburg drug operation,https://www.wdbj7.com/2026/09/22/law-enforcement-agencies-arrest-140-fugitives-lynchburg-drug-operation/,2394
2026-09-22,Cocaine,,,,United States,Maine,,,,,,cement,,Legitimate cargo (industrial/goods),Cocaine | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,The Maine Wire,full,en,Gray Man Pleads Guilty After Role in Drug Trafficking Ring,https://www.themainewire.com/2026/09/gray-man-pleads-guilty-after-role-in-drug-trafficking-ring/,2381
2026-09-22,Cocaine,,,,Spain,,,,,,,,,Postal / parcel,Cocaine (819 kg) | Post/express | concealed: Postal / parcel,819.0,,,1,,Post/express,No,25,Medium,"Large quantity, Multiple drugs",1,La République des Pyrénées,full,fr,Pays basque : l’avant du camping-car renfermait 334 kg de cocaïne et 485 kg de résine de cannabis,https://www.larepubliquedespyrenees.fr/societe/securite/pays-basque-l-avant-du-camping-car-renfermait-334-kg-de-cocaine-et-485-kg-de-resine-de-cannabis-30738621.php,2433
2026-09-22,Cocaine,,,,Argentina,,,,,,,,,,"Cocaine (2.0 t, 70 packages) | Sea - cargo (other) | 4 arrests",2000.0,70.0,packages,1,4.0,Sea - cargo (other),No,25,Medium,"Large quantity, Organised network",2,"Diario 24 Horas Quintana Roo, Diario Libre",full,es,¡Golpe monumental! Aseguran más de 2 toneladas de cocaína en un velero frente a la costa española,https://24horasqroo.mx/2026/09/22/costa-espanola-cocaina/,2652
2026-09-22,Methamphetamine,,,,United States,Hawaii,,,,,,pina; cement,,Legitimate cargo (food/produce); Legitimate cargo (industrial/goods),Methamphetamine (0 kg) | concealed: Legitimate cargo (food/produce); Legitimate cargo (industrial/goods) | 3 arrests,0.2,,,1,3.0,Unknown,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,Pacific Media Network,full,en,"Tonga drug networks ‘making meth locally’, PINA president says",https://pmn.co.nz/read/law-and-order/tonga-drug-networks-making-meth-locally-pina-president-says,2619
2026-09-22,Cocaine,Canada,,,Canada,Ontario,Toronto,,,,,cement,,Legitimate cargo (industrial/goods),Cocaine (9 kg) | concealed: Legitimate cargo (industrial/goods) | 5 arrests,9.0,,,1,5.0,Unknown,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,ullaw.ca,full,en,Dark Web Drug Bust in York: Legal Impacts and Community Safety,https://www.ullaw.ca/news/york-region-dark-web-drug,2370
2026-09-22,Cocaine,,,Italy,Italy,Genoa,,,,,,cacao,,Body concealment; Legitimate cargo (food/produce); Postal / parcel,Cocaine (40 kg) | Sea - cargo (other) | concealed: Legitimate cargo (food/produce); Body concealment,40.0,,,1,,Sea - cargo (other),Yes,25,Medium,"Container cargo, Hidden in legitimate cargo",12,"Correio SC, Lê Notícias, ND Mais, NoPontoSC, OCP News, PORTAL MATO GROSSO",full,pt,40 kg de cocaína com destino à Itália são encontrados em porto de SC,https://tudoaquisc.com.br/ocorrencias/40-kg-de-cocaina-italia-porto/,2043
2026-09-22,Cocaine,,,,Belgium,Antwerp,,,,,,,,Legitimate cargo (food/produce),Cocaine (172 kg) | Sea - container | concealed: Legitimate cargo (food/produce),172.16,,,1,,Sea - container,Yes,25,Medium,"Container cargo, Hidden in legitimate cargo",1,L'Avenir,full,fr,La douane belge saisit une centaine de kilos de cocaïne dans le port d'Anvers,https://www.lavenir.net/actu/societe/faitsdivers/2026/09/22/la-douane-belge-saisit-une-centaine-de-kilos-de-cocaine-dans-le-port-danvers-2JZBI2IDQBBQXBT7MVN4JKF32U/,2040
2026-09-22,Cocaine,,,,Peru,,,,,,,,,Legitimate cargo (industrial/goods),Cocaine | concealed: Legitimate cargo (industrial/goods) | 2 arrests,,,,1,2.0,Unknown,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,América TV,full,es,Hallan cocaína y marihuana en La Molina,https://www.americatv.com.pe/noticias/amp/actualidad/incautan-cocaina-y-otras-drogas-vivienda-molina-n522891,2007
2026-09-22,Cocaine,,,,Australia,Queensland,,,,,,,,Legitimate cargo (industrial/goods),"Cocaine (2 kg, 375 plants) | Road | concealed: Legitimate cargo (industrial/goods)",1.6,375.0,plants,1,,Road,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,news24.com.au,full,en,"Police charge more than 1,000 people in five-day drug bust",https://www.news24.com.au/national/crime/significant-concern-police-charge-over-1000-people-in-five-days-for-serious-drug-crimes/news-story/528516f5c7b91436e5e0dbc0def1eb57,1900
2026-09-22,Cocaine,,,,Pakistan,Islamabad,,,,,,,,Legitimate cargo (industrial/goods),"Cocaine (254 kg, 8,701 plants) | Road | concealed: Legitimate cargo (industrial/goods)",254.0,8701.0,plants,1,,Road,No,25,Medium,"Hidden in legitimate cargo, Organised network, Multiple drugs",1,usmuslims.com,full,en,"Over 1,200 charged, hundreds of kilograms of drugs seized in Australia-New Zealand crackdown",https://www.usmuslims.com/over-1200-charged-hundreds-of-kilograms-of-drugs-seized-in-australia-new-zealand-372469h.htm,1955
2026-09-22,Cocaine,Spain,,United Kingdom,Spain,,,,,,,,Spain -> United Kingdom,Luggage / passenger goods; Vehicle compartment,Cocaine (84 kg) | Road | concealed: Vehicle compartment; Luggage / passenger goods | route: Spain -> United Kingdom | 2 arrests,84.0,,,1,2.0,Road,No,25,Medium,"Advanced concealment, Organised network, Multiple drugs",1,theolivepress.es,full,en,Two Brits arrested in Alicante with 84kg cocaine haul destined for the UK,https://www.theolivepress.es/spain-news/2026/09/22/two-brits-held-in-alicante-with-84kg-cocaine-haul-destined-for-uk/,1936
2026-09-22,Cannabis,,,,China,Shanghai,,,,,,,,,Cannabis (5.2 t),5200.0,,,1,,Unknown,No,25,Medium,"Large quantity, Multiple drugs",1,steppenews.kz,full,ru,"ШОС подвела итоги операции «Паутина»: изъято более 5,2 тонны наркотиков",https://steppenews.kz/tsentralnaya-aziya/kyrgyzstan/shos-podvela-itogi-operaczii-pautina-izyato-bolee-52-tonny-narkotikov/,2258
2026-09-22,Methamphetamine,,,,Turkey,Istanbul,,,,,,,,,Methamphetamine (224 kg) | Road,224.0,,,1,,Road,No,25,Medium,"Large quantity, Multiple drugs",2,"Sabah, dha.com.tr",full,tr,İstanbul’da TIR’ın yakıt tankında 224 kilo sıvı metamfetamin ele geçirildi,https://www.dha.com.tr/yerel-haberler/istanbul/istanbulda-tirin-yakit-tankinda-224-kilo-sivi-2949039,2167
2026-09-22,Heroin/Opium,,,,,,,,,,,,,,Heroin/Opium (3.9 t),3918.0,,,1,,Unknown,No,25,Medium,"Large quantity, Multiple drugs",1,Jagran,full,hi,"नशे के खिलाफ पंजाब सरकार का मास्टरप्लान! 'बिग 5' मॉडल तैयार, पुलिस से स्कूल-गांवों तक 5 मोर्चों पर एक साथ जंग - punjab news anti drug big 5 model police school campaign campaign strategy",https://www.jagran.com/punjab/chandigarh-punjab-news-anti-drug-big-5-model-police-school-campaign-campaign-strategy-40380357.html,2355
2026-09-22,Cocaine,,,,Egypt,Cairo,,,,,,الات,,Legitimate cargo (industrial/goods),Cocaine | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,موقع الموقع,full,ar,وقع بـ60 كيس كوكايين.. تفاصيل سقوط ملحن شهير بالقاهرة الجديدة,https://almawq3.com/%D9%88%D9%82%D8%B9-%D8%A8%D9%8060-%D9%83%D9%8A%D8%B3-%D9%83%D9%88%D9%83%D8%A7%D9%8A%D9%8A%D9%86-%D8%AA%D9%81%D8%A7%D8%B5%D9%8A%D9%84-%D8%B3%D9%82%D9%88%D8%B7-%D9%85%D9%84%D8%AD%D9%86-%D8%B4%D9%87/,2470
2026-09-22,Cocaine,,,,,,,,,,,,,Legitimate cargo (industrial/goods),Cocaine | concealed: Legitimate cargo (industrial/goods),,,,1,,Unknown,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,الحق والضلال,full,ar,تجديد حبس شاعر وملحن بالتجمع بعد ضبط 200 كيس مخدرات ومطواة وميزان وأموال,https://www.christian-dogma.com/2301132,2497
2026-09-22,Cocaine,,,,,,,,,,,,,Legitimate cargo (industrial/goods),Cocaine (1 kg) | concealed: Legitimate cargo (industrial/goods),1.138,,,1,,Unknown,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,Bugün Kocaeli Gazetesi,full,tr,KOCAELİ’DE NARKOTİK OPERASYONU: YÜKLÜ MİKTARDA YASAKLI MADDE ELE GEÇİRİLDİ,https://www.bugunkocaeli.com.tr/kocaelide-narkotik-operasyonu-yuklu-miktarda-yasakli-madde-ele-gecirildi,2506
2026-09-22,Cocaine,,,,,,,,,,,,,Legitimate cargo (industrial/goods),Cocaine (1 kg) | concealed: Legitimate cargo (industrial/goods),1.138,,,1,,Unknown,No,20,Low,"Hidden in legitimate cargo, Multiple drugs",1,Saray Medya,full,tr,Kocaeli'de uyuşturucu ve kaçakçılık operasyonları: 14 gözaltı,https://www.saraymedya.com/haber/kocaeli-de-uyusturucu-ve-kacakcilik-operasyonlari-14-gozalti_306169/,2508
